year,year_month,patch,seedling,group,grouped,id2017,id2017_conf,dist_nedge,treat_det,root_sub_det,treat_simp,root_sub_simp,surface_waterdepth,total_height,green_height,subsurf_to_tip,green_nodes1,green_nodes2,tip_nodes,health_orig,health,vigor,vigor_all,accounted_for,present,newly_dead,dead,notes,notes2
2013,2013-Mar,Burned Forest,ZS05_07C,ZS05_07,1,205,High,33.1,H,S,High,Sphagnum,,23,8,21,24,,,g,Green,1,1,1,1,0,0,1 WDLB,
2014,2014-Mar,Burned Forest,ZS05_07C,ZS05_07,1,205,High,33.1,H,S,High,Sphagnum,,,5,19.5,23,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS05_07C,ZS05_07,1,205,High,33.1,H,S,High,Sphagnum,,23,1.5,17.5,21,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS05_07C,ZS05_07,1,205,High,33.1,H,S,High,Sphagnum,,24,,17,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS05_07C,ZS05_07,1,205,High,33.1,H,S,High,Sphagnum,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS05_07C,ZS05_07,1,205,High,33.1,H,S,High,Sphagnum,,23.5,,17,,,,G,Green,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS05_07A,ZS05_07,1,203,High,25,L,S/wet,Low,Sphagnum,,21,5,20,17,,,g,Green,1,1,1,1,0,0,wet/[can't read it],
2014,2014-Mar,Burned Forest,ZS05_07A,ZS05_07,1,203,High,25,L,S/wet,Low,Sphagnum,,,4.5,11,19,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS05_07A,ZS05_07,1,203,High,25,L,S/wet,Low,Sphagnum,,22,4,14.5,13,,,g/b,Green-brown,1,1,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS05_07A,ZS05_07,1,203,High,25,L,S/wet,Low,Sphagnum,,17.5,,7,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS05_07A,ZS05_07,1,203,High,25,L,S/wet,Low,Sphagnum,,,,,,,,BY,Brown-yellow,3,3,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS05_07A,ZS05_07,1,203,High,25,L,S/wet,Low,Sphagnum,,20.5,,2,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS05_07B,ZS05_07,1,204,High,32.3,M,S,Medium,Sphagnum,,24,6.5,23,22,,,g,Green,1,1,1,1,0,0,1 WDLB,
2014,2014-Mar,Burned Forest,ZS05_07B,ZS05_07,1,204,High,32.3,M,S,Medium,Sphagnum,,,4.5,18,21,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS05_07B,ZS05_07,1,204,High,32.3,M,S,Medium,Sphagnum,,24,3,16,22,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS05_07B,ZS05_07,1,204,High,32.3,M,S,Medium,Sphagnum,,24,,13,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS05_07B,ZS05_07,1,204,High,32.3,M,S,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS05_07B,ZS05_07,1,204,High,32.3,M,S,Medium,Sphagnum,,25.5,,8.5,,,,G/B,Green-brown,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS06_01C,ZS06_01,1,208,High,0.4,H,S,High,Sphagnum,,31,17,31,36,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Burned Forest,ZS06_01C,ZS06_01,1,208,High,0.4,H,S,High,Sphagnum,,,13,27.5,31,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_01C,ZS06_01,1,208,High,0.4,H,S,High,Sphagnum,,32.5,3,20,31,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_01C,ZS06_01,1,208,High,0.4,H,S,High,Sphagnum,,32,,16,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_01C,ZS06_01,1,208,High,0.4,H,S,High,Sphagnum,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_01C,ZS06_01,1,208,High,0.4,H,S,High,Sphagnum,,32.5,,13.5,,,,G,Green,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS06_01A,ZS06_01,1,206,High,0.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,32,15,31,31,,,g,Green,1,1,1,1,0,0,4 LWDB; created low,
2014,2014-Mar,Burned Forest,ZS06_01A,ZS06_01,1,206,High,0.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,,9,22.5,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_01A,ZS06_01,1,206,High,0.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,33.5,7,16.5,26,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS06_01A,ZS06_01,1,206,High,0.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,30.5,,16,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_01A,ZS06_01,1,206,High,0.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_01A,ZS06_01,1,206,High,0.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,31,,12,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS06_01B,ZS06_01,1,207,High,1.2,M,S,Medium,Sphagnum,,32,16.5,28.5,30,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS06_01B,ZS06_01,1,207,High,1.2,M,S,Medium,Sphagnum,,,12.5,23,36,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_01B,ZS06_01,1,207,High,1.2,M,S,Medium,Sphagnum,,36,6.5,15,23,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS06_01B,ZS06_01,1,207,High,1.2,M,S,Medium,Sphagnum,,37.5,,14,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_01B,ZS06_01,1,207,High,1.2,M,S,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_01B,ZS06_01,1,207,High,1.2,M,S,Medium,Sphagnum,,38,,11,,,,vg,Vibrant green,1,1,1,1,0,0,M; vibrant green,
2013,2013-Mar,Burned Forest,ZS06_02C,ZS06_02,1,211,High,9.8,H,S,High,Sphagnum,,31,15.5,29,42,,,g,Green,1,1,1,1,0,0,lower branching,
2014,2014-Mar,Burned Forest,ZS06_02C,ZS06_02,1,211,High,9.8,H,S,High,Sphagnum,,,8,24.5,46,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_02C,ZS06_02,1,211,High,9.8,H,S,High,Sphagnum,,30,3,21,32,,,y,Yellow,2,2,1,1,0,0,y,
2017,2017-Mar,Burned Forest,ZS06_02C,ZS06_02,1,211,High,9.8,H,S,High,Sphagnum,,30,,21.5,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_02C,ZS06_02,1,211,High,9.8,H,S,High,Sphagnum,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_02C,ZS06_02,1,211,High,9.8,H,S,High,Sphagnum,,31,,21,,,,B/G,Brown-green,3,3,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS06_02A,ZS06_02,1,209,High,9.8,L,S/DS/wet,Low,Live/dead Sphagnum,,32,16,30,27,,,g,Green,1,1,1,1,0,0,created,
2014,2014-Mar,Burned Forest,ZS06_02A,ZS06_02,1,209,High,9.8,L,S/DS/wet,Low,Live/dead Sphagnum,,,10.5,28,30,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_02A,ZS06_02,1,209,High,9.8,L,S/DS/wet,Low,Live/dead Sphagnum,,32.5,4.5,12,18,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS06_02A,ZS06_02,1,209,High,9.8,L,S/DS/wet,Low,Live/dead Sphagnum,,32,,10.5,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_02A,ZS06_02,1,209,High,9.8,L,S/DS/wet,Low,Live/dead Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_02A,ZS06_02,1,209,High,9.8,L,S/DS/wet,Low,Live/dead Sphagnum,,39,,12.5,,,,vg,Vibrant green,1,1,1,1,0,0,L; vibrant green,
2013,2013-Mar,Burned Forest,ZS06_02B,ZS06_02,1,210,High,9.8,M,S,Medium,Sphagnum,,29,14.5,28,43,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS06_02B,ZS06_02,1,210,High,9.8,M,S,Medium,Sphagnum,,,7.5,25.5,41,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_02B,ZS06_02,1,210,High,9.8,M,S,Medium,Sphagnum,,30,3.5,22.5,33,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_02B,ZS06_02,1,210,High,9.8,M,S,Medium,Sphagnum,,30,,19,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_02B,ZS06_02,1,210,High,9.8,M,S,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_02B,ZS06_02,1,210,High,9.8,M,S,Medium,Sphagnum,,30,,16,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS06_03C,ZS06_03,1,214,High,14.7,H,S,High,Sphagnum,,29.5,17.5,28,35,,,g,Green,1,1,1,1,0,0,one dying lower branch,
2014,2014-Mar,Burned Forest,ZS06_03C,ZS06_03,1,214,High,14.7,H,S,High,Sphagnum,,,10,25,40,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_03C,ZS06_03,1,214,High,14.7,H,S,High,Sphagnum,,33.5,5,20,31,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_03C,ZS06_03,1,214,High,14.7,H,S,High,Sphagnum,,33,,18,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_03C,ZS06_03,1,214,High,14.7,H,S,High,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_03C,ZS06_03,1,214,High,14.7,H,S,High,Sphagnum,,32.5,,15,,,,G/B,Green-brown,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS06_03A,ZS06_03,1,212,High,15.5,L,NSP,Low,Fibric peat,,29,14,28.5,39,,,g,Green,1,1,1,1,0,0,edge of pool; some top roots exposed; 2 LWDB,
2014,2014-Mar,Burned Forest,ZS06_03A,ZS06_03,1,212,High,15.5,L,NSP,Low,Fibric peat,,,9,25,40,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_03A,ZS06_03,1,212,High,15.5,L,NSP,Low,Fibric peat,,30,9,26,39,,,g,Green,1,1,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_03A,ZS06_03,1,212,High,15.5,L,NSP,Low,Fibric peat,,28.5,,27.5,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_03A,ZS06_03,1,212,High,15.5,L,NSP,Low,Fibric peat,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_03A,ZS06_03,1,212,High,15.5,L,NSP,Low,Fibric peat,,27.5,,19,,,,vg,Vibrant green,1,1,1,1,0,0,L; vibrant green,
2013,2013-Mar,Burned Forest,ZS06_03B,ZS06_03,1,213,High,15.1,M,S,Medium,Sphagnum,,30.5,15,29,32,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS06_03B,ZS06_03,1,213,High,15.1,M,S,Medium,Sphagnum,,,13,24.5,31,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_03B,ZS06_03,1,213,High,15.1,M,S,Medium,Sphagnum,,32,7.5,21.5,23,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_03B,ZS06_03,1,213,High,15.1,M,S,Medium,Sphagnum,,21.5,,18,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_03B,ZS06_03,1,213,High,15.1,M,S,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_03B,ZS06_03,1,213,High,15.1,M,S,Medium,Sphagnum,,32,,17,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS06_04C,ZS06_04,1,217,High,20.1,H,S,High,Sphagnum,,23,6.5,20,25,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS06_04C,ZS06_04,1,217,High,20.1,H,S,High,Sphagnum,,,6,15,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_04C,ZS06_04,1,217,High,20.1,H,S,High,Sphagnum,,21,3,11,19,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_04C,ZS06_04,1,217,High,20.1,H,S,High,Sphagnum,,23,,10,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_04C,ZS06_04,1,217,High,20.1,H,S,High,Sphagnum,,,,,,,,Dead,Dead,4,4,1,1,1,1,left at site,
2019,2019-Mar,Burned Forest,ZS06_04C,ZS06_04,1,217,High,20.1,H,S,High,Sphagnum,,23,,7.5,,,,,,,4,1,0,,1,still dead,
2013,2013-Mar,Burned Forest,ZS06_04A,ZS06_04,1,215,High,19.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,20.5,7.5,18.5,26,,,g,Green,1,1,1,1,0,0,created; roots denuded,
2014,2014-Mar,Burned Forest,ZS06_04A,ZS06_04,1,215,High,19.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,,5.5,18.5,22,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_04A,ZS06_04,1,215,High,19.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,21.5,5,7,16,,,yg,Yellow-green,2,2,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS06_04A,ZS06_04,1,215,High,19.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,21.5,,3,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_04A,ZS06_04,1,215,High,19.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_04A,ZS06_04,1,215,High,19.7,L,S/D-S/wet,Low,Live/dead Sphagnum,,,,,,,,,,,,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS06_04B,ZS06_04,1,216,High,19.7,M,S,Medium,Sphagnum,,20,7.5,18.5,22,,,g,Green,1,1,1,1,0,0,5 lwr-mid branches,
2014,2014-Mar,Burned Forest,ZS06_04B,ZS06_04,1,216,High,19.7,M,S,Medium,Sphagnum,,,6.5,16.5,22,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_04B,ZS06_04,1,216,High,19.7,M,S,Medium,Sphagnum,,21,4,12,20,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_04B,ZS06_04,1,216,High,19.7,M,S,Medium,Sphagnum,,19.5,,10.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_04B,ZS06_04,1,216,High,19.7,M,S,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_04B,ZS06_04,1,216,High,19.7,M,S,Medium,Sphagnum,,20,,8,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS06_05C,ZS06_05,1,220,High,26.5,H,S,High,Sphagnum,,24.5,12,21.5,29,,,g,Green,1,1,1,1,0,0,lots lwr branching,
2014,2014-Mar,Burned Forest,ZS06_05C,ZS06_05,1,220,High,26.5,H,S,High,Sphagnum,,,9,17,33,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_05C,ZS06_05,1,220,High,26.5,H,S,High,Sphagnum,,25,6,12.5,23,,,g,Green,1,1,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_05C,ZS06_05,1,220,High,26.5,H,S,High,Sphagnum,,24.5,,11,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_05C,ZS06_05,1,220,High,26.5,H,S,High,Sphagnum,,,,,,,,GB,Green-brown,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_05C,ZS06_05,1,220,High,26.5,H,S,High,Sphagnum,,24,,9,,,,G/B,Green-brown,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS06_05A,ZS06_05,1,218,High,26.9,L,S/D-S/wet,Low,Live/dead Sphagnum,,27,13.5,23.5,37,,,g,Green,1,1,1,1,0,0,created; adjacent to downed log; 2 LWDB,
2014,2014-Mar,Burned Forest,ZS06_05A,ZS06_05,1,218,High,26.9,L,S/D-S/wet,Low,Live/dead Sphagnum,,,12.5,20.5,38,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_05A,ZS06_05,1,218,High,26.9,L,S/D-S/wet,Low,Live/dead Sphagnum,,26,0,15.5,17,,,yg,Yellow-green,2,2,1,1,0,0,"yg; top 5.5 brown (""green"" scar)",top 4cm brown
2017,2017-Mar,Burned Forest,ZS06_05A,ZS06_05,1,218,High,26.9,L,S/D-S/wet,Low,Live/dead Sphagnum,,25.5,,13,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_05A,ZS06_05,1,218,High,26.9,L,S/D-S/wet,Low,Live/dead Sphagnum,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_05A,ZS06_05,1,218,High,26.9,L,S/D-S/wet,Low,Live/dead Sphagnum,,23.5,,7,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS06_05B,ZS06_05,1,219,High,26.9,M,S,Medium,Sphagnum,,28,13.5,26,35,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Burned Forest,ZS06_05B,ZS06_05,1,219,High,26.9,M,S,Medium,Sphagnum,,,10.5,22,40,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS06_05B,ZS06_05,1,219,High,26.9,M,S,Medium,Sphagnum,,30.5,6.5,15.5,25,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS06_05B,ZS06_05,1,219,High,26.9,M,S,Medium,Sphagnum,,30,,11,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS06_05B,ZS06_05,1,219,High,26.9,M,S,Medium,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS06_05B,ZS06_05,1,219,High,26.9,M,S,Medium,Sphagnum,,29,,11,,,,G,Green,1,1,1,1,0,0,M; tip dead,
2013,2013-Mar,Burned Forest,ZS07_01C,ZS07_01,1,223,High,0.4,H,S,High,Sphagnum,,21.5,7.5,17,26,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Burned Forest,ZS07_01C,ZS07_01,1,223,High,0.4,H,S,High,Sphagnum,,,6,19.5,25,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_01C,ZS07_01,1,223,High,0.4,H,S,High,Sphagnum,,20,4,10,22,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS07_01C,ZS07_01,1,223,High,0.4,H,S,High,Sphagnum,,19.5,,9.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_01C,ZS07_01,1,223,High,0.4,H,S,High,Sphagnum,,,,,,,,YG,Yellow-green,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS07_01C,ZS07_01,1,223,High,0.4,H,S,High,Sphagnum,,20.5,,5,,,,G,Green,1,1,1,1,0,0,H; leader brown,
2013,2013-Mar,Burned Forest,ZS07_01A,ZS07_01,1,221,High,0.5,L,D-S/S/wet,Low,Dead Sphagnum,,21,7,20,27,,,g,Green,1,1,1,1,0,0,created (deep),
2014,2014-Mar,Burned Forest,ZS07_01A,ZS07_01,1,221,High,0.5,L,D-S/S/wet,Low,Dead Sphagnum,,,4.5,18.5,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_01A,ZS07_01,1,221,High,0.5,L,D-S/S/wet,Low,Dead Sphagnum,,,,,,,,,,,,0,0,0,0,couldn't find,
2017,2017-Mar,Burned Forest,ZS07_01A,ZS07_01,1,221,High,0.5,L,D-S/S/wet,Low,Dead Sphagnum,,33.5,,8,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_01A,ZS07_01,1,221,High,0.5,L,D-S/S/wet,Low,Dead Sphagnum,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS07_01A,ZS07_01,1,221,High,0.5,L,D-S/S/wet,Low,Dead Sphagnum,,35.5,,5,,,,G,Green,1,1,1,1,0,0,L,
2013,2013-Mar,Burned Forest,ZS07_01B,ZS07_01,1,222,High,0.9,M,S,Medium,Sphagnum,,18.5,4,16,17,,,g,Green,1,1,1,1,0,0,scrawny,
2014,2014-Mar,Burned Forest,ZS07_01B,ZS07_01,1,222,High,0.9,M,S,Medium,Sphagnum,,,3,14.5,13,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_01B,ZS07_01,1,222,High,0.9,M,S,Medium,Sphagnum,,17.5,3,7.5,11,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS07_01B,ZS07_01,1,222,High,0.9,M,S,Medium,Sphagnum,,17,,6,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_01B,ZS07_01,1,222,High,0.9,M,S,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS07_01B,ZS07_01,1,222,High,0.9,M,S,Medium,Sphagnum,,19.5,,5.5,,,,G,Green,1,1,1,1,0,0,M,
2013,2013-Mar,Burned Forest,ZS07_02C,ZS07_02,1,226,High,9.5,H,S,High,Sphagnum,,31,20.5,31,38,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Burned Forest,ZS07_02C,ZS07_02,1,226,High,9.5,H,S,High,Sphagnum,,,8.5,34.5,42,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_02C,ZS07_02,1,226,High,9.5,H,S,High,Sphagnum,,36,4.5,28,43,,,g,Green,1,1,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS07_02C,ZS07_02,1,226,High,9.5,H,S,High,Sphagnum,,37.5,,27,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_02C,ZS07_02,1,226,High,9.5,H,S,High,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS07_02C,ZS07_02,1,226,High,9.5,H,S,High,Sphagnum,,55.5,,4.5,,,,vg,Vibrant green,1,1,1,1,0,0,H; vibrant green,
2013,2013-Mar,Burned Forest,ZS07_02A,ZS07_02,1,224,High,9.4,L,S/wet,Low,Sphagnum,,30,13.5,29,38,,,g,Green,1,1,1,1,0,0,created; 3 LWDB,
2014,2014-Mar,Burned Forest,ZS07_02A,ZS07_02,1,224,High,9.4,L,S/wet,Low,Sphagnum,,,11.5,28,40,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_02A,ZS07_02,1,224,High,9.4,L,S/wet,Low,Sphagnum,,31.5,9,18.5,27,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS07_02A,ZS07_02,1,224,High,9.4,L,S/wet,Low,Sphagnum,,35.5,,18,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_02A,ZS07_02,1,224,High,9.4,L,S/wet,Low,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS07_02A,ZS07_02,1,224,High,9.4,L,S/wet,Low,Sphagnum,,44,,17.5,,,,vg,Vibrant green,1,1,1,1,0,0,L; star; vibrant green,
2013,2013-Mar,Burned Forest,ZS07_02B,ZS07_02,1,225,High,9.4,M,S,Medium,Sphagnum,,36,18.5,32.5,38,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Burned Forest,ZS07_02B,ZS07_02,1,225,High,9.4,M,S,Medium,Sphagnum,,,14.5,35.5,42,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_02B,ZS07_02,1,225,High,9.4,M,S,Medium,Sphagnum,,41.5,8.5,27.5,44,,,g,Green,1,1,1,1,0,0,g,
2017,2017-Mar,Burned Forest,ZS07_02B,ZS07_02,1,225,High,9.4,M,S,Medium,Sphagnum,,48.5,,32,,,,G,Green,1,1,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_02B,ZS07_02,1,225,High,9.4,M,S,Medium,Sphagnum,,,,,,,,G,Green,1,1,1,1,0,0,Tall!,
2019,2019-Mar,Burned Forest,ZS07_02B,ZS07_02,1,225,High,9.4,M,S,Medium,Sphagnum,,56,,38,,,,vg,Vibrant green,1,1,1,1,0,0,M; vibrant green,
2013,2013-Mar,Burned Forest,ZS07_03C,ZS07_03,1,229,High,15.5,H,S,High,Sphagnum,,27.5,13.5,20.5,30,,,g,Green,1,1,1,1,0,0,lots mid branching,
2014,2014-Mar,Burned Forest,ZS07_03C,ZS07_03,1,229,High,15.5,H,S,High,Sphagnum,,,14,25,28,,,,,,,1,1,0,0,,
2016,2016-Feb,Burned Forest,ZS07_03C,ZS07_03,1,229,High,15.5,H,S,High,Sphagnum,,26,6,18,25,,,yg,Yellow-green,2,2,1,1,0,0,yg,
2017,2017-Mar,Burned Forest,ZS07_03C,ZS07_03,1,229,High,15.5,H,S,High,Sphagnum,,27.5,,16,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Burned Forest,ZS07_03C,ZS07_03,1,229,High,15.5,H,S,High,Sphagnum,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Burned Forest,ZS07_03C,ZS07_03,1,229,High,15.5,H,S,High,Sphagnum,,28,,12.5,,,,G,Green,1,1,1,1,0,0,H,
2013,2013-Mar,Burned Forest,ZS07_03A,ZS07_03,1,227,High,14.8,L,SP/D-S/wet,Low,Dead Sphagnum,,26.5,13,25,32,,,g,Green,1,1,1,1,0,0,2 LWDB,
